Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building,Length of Lease (Date), Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Organization Mission,Funded by A&C,Funded by 4Culture,"Stability Index (5=very stable, 1=very uncertain)","Control Index (5=very in control, 1 = very out of control) ",Constituency over 50% one race,Specific Demographics and Community,Organization Leadership,Organization Artists,Closed Date,Closed?,Address,Location,Latitude,Longitude
Sand Point Arts & Cultural Exchange,(206) 245-5457,www.spaceatmagnuson.org,37125,Sand Point,Y,Performance,2012,Other,1938,,1994,4,1,500,Y,800,Partial,,Y,Y,Y,,N,,4,,,,,,,0,7400 Sand Point Way NE Suite 203 S. Seattle WA 98115,"(47.68213235, -122.2632982)",47.68213235,-122.2632982
Tall's Camera,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,401 NE Northgate Way Seattle WA 98125,"(47.7086, -122.32479)",47.7086,-122.32479
Leisure Books,,,,,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,4537 California Ave SW Seattle WA 98116,"(47.562161, -122.38679)",47.562161,-122.38679
New West Edition,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,5142 47th Ave NE Seattle WA 98105,"(47.6672369, -122.2770498)",47.6672369,-122.2770498
Unified Outreach Youth Arts,(206) 371-1139,www.unifiedoutreach.com,4480,West Seattle,Y,Performance,2003,R,1950,2017,1999,1,0,0,Y,100,Partial,20,N,N,N,,N,,4,,,,,,,0,4401 42nd Ave SW Seattle WA 98116,"(47.56452925, -122.3858692)",47.56452925,-122.3858692
Blowing Sands Glass Studio/Laura Frost Fine Arts Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,5805 14th Ave NW Seattle WA 98107,"(47.671066, -122.373662)",47.671066,-122.373662
Greg Thompson Productions,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,921 Elliott Ave W Seattle WA 98119,"(47.627329, -122.36935)",47.627329,-122.36935
MLK Community Center-Ewajo Dance Center and F.A.M.E.,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,3201 E Republican St Seattle WA 98112,"(47.6230082, -122.2907548)",47.6230082,-122.2907548
Fetherston Gallery (CLOSED),,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-14T00:00:00.000,1,"5701 6th Ave S, Seattle WA 98108","(47.5514664, -122.3283134)",47.5514664,-122.3283134
University of Washington Meany Hall,(206) 543-4880,www.artsuw.org,58026,University District,Government,Performance,1974,O,1974,,1861,1,2,1495,Y,2562,Y,900,N,Y,Y,,Y,,5,,,,,,,0,"4140 George Washington Ln NE, Seattle, WA 98105","(47.655709, -122.310569)",47.655709,-122.310569
Nagomi Tea House,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,519 6th Ave S #200 Seattle WA 98104,"(47.5977324, -122.326797)",47.5977324,-122.326797
Bulldog News,(206) 632-6397,http://www.bulldognews.com/,500,University District,N,Literary,1985,R,1930,2020,1983,1,0,8,Y,0,Y,,Y,No,N,"By providing a comprehensive selection of periodicals and a gather place for coffee and conversation, Bulldog News encourages a convening of perspectives. We hope we act in support of the community as it creates for itself a unique identity based upon something more than individual or collective""interests"".",N,,4,2,General,General,N/A,N/A,,0,4208 University Way NE Seattle WA 98105,"(47.658562, -122.313115)",47.658562,-122.313115
Eclectic Theater Company,(206) 679-3271,www.eclectictheatercompany.org,900,Capitol Hill,Y,Performance,2006,R,1910,2017,2000,0,1,49,N,0,No,0,Y,Y,Y,,N,,3,,,,,,2017-10-31T00:00:00.000,1,1214 10th Ave Seattle WA 98122,"(47.6126561, -122.3191571)",47.6126561,-122.3191571
"HeART, the Gallery",,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,570 1st Ave A Seattle WA 98104,"(47.5963028, -122.3338311)",47.5963028,-122.3338311
Woodland Park Zoo and Stage,(206) 548-2500,www.zoo.org,4007000,Green Lake,Y,Education,1899,Other,1899,0,1965,0,1,0,Y,0,Y,754,Y,Y,Y,,N,,5,,,,,,,0,601 N 59th St Seattle WA 98103,"(47.6684204, -122.350826)",47.6684204,-122.350826
Ballard Alki Lodge IOOF-Ballard-Alki Lodge #170,(206) 782-9646,https://www.ballardoddfellows.org/,2251,Ballard,Y,Multi-use,1903,O,1903,,1819,0,0,,Y,451,Partial,0,Y,Y,N,,N,,5,,,,,,,0,1706 NW Market St Seattle WA 98107,"(47.6689407, -122.3793225)",47.6689407,-122.3793225
Planet Afua,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,6716 Rainier Ave S Seattle WA 98118,"(47.5420331, -122.272057)",47.5420331,-122.272057
Statix,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,210 S Washington St,"(47.601078, -122.33105)",47.601078,-122.33105
Cuff Complex,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,1533 13th Avenue Seattle WA 98122,"(47.61456, -122.315534)",47.61456,-122.315534
Patricia Cameron Gallery (CLOSED),,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30T00:00:00.000,1,234 Dexter Ave N Seattle WA 98109,"(47.6207093, -122.3420916)",47.6207093,-122.3420916
Seattle Public Library Beacon Hill,(206) 684-4711,www.spl.org,10400,Beacon Hill,Y,Literary,2003,Other,2004,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,2821 Beacon Ave S. Seattle WA 98144,"(47.5779867, -122.3114095)",47.5779867,-122.3114095
Vermillion Gallery,(206) 709-9797,www.vermillionseattle.com,2100,Capitol Hill,N,Visual,2008,R,1906,2016,2008,0,0,0,Y,600,Y,0,Y,N,Y,,N,,4,,,,,,,0,1508 11th Ave Seattle WA 98122,"(47.6144145, -122.3179029)",47.6144145,-122.3179029
Seattle Public Library Northeast,(206) 684-7539,www.spl.org,15000,Sand Point,Y,Literary,1953,Other,1954,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,6801 35th Ave NE Seattle WA 98115,"(47.6778643, -122.2907142)",47.6778643,-122.2907142
Monster Concerts INC DBA STUDIO SEVEN,(206) 286-1312,www.studioseven.us,7300,SODO,N,Music,2002,R,1932,2018,2011,0,0,0,N,0,Partial,10,I don't know.,Y,Y,,N,,4,,,,,,,0,110 S Horton St Seattle WA 98134,"(47.574394, -122.333908)",47.574394,-122.333908
Seattle Center SIS Productions/ReAct & Pork Filled Players at Prima Vera Arts Center,(206) 323-9443,www.sis-productions.org,3023,Seattle Center in Uptown,Y,Performance,2006,Other,1961,It's month to month.,1998,0,0,49,Y,,N,14,Partial,Y,N,,Y,,2,,,,,,,0,112 5th Ave N Seattle WA 98109,"(47.6190574, -122.3473634)",47.6190574,-122.3473634
Ostara Group,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,7025 1st Ave NW Seattle WA 98117,"(47.6803384, -122.3577114)",47.6803384,-122.3577114
Seattle Center Phelps Center PNB Studios & Offices,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,301 Mercer Street Seattle WA 98109,"(47.623844, -122.349586)",47.623844,-122.349586
Nancy's Sewing Basket,(206) 282-9112,www.NancysSewingBasket.com,3500,Queen Anne,N,Service/Supply,1991,R,1991,,1978,1,0,0,N,0,Partial,0,Y,N,N,,N,,5,,,,,,,0,2221 Queen Anne Ave N Seattle WA 98109,"(47.63905, -122.357315)",47.63905,-122.357315
Red Eagle Soaring Native Youth Theatre and Daybreak Star Cultural Center,(206) 829-2219,www.unitedindians.org/daybreak.htmlâ€Ž,14000,Magnolia,Y,Arts/Cultural Training or Education,1970,Other,1970,2059,1970,3,0,0,Y,500,Y,145,Y,Y,Y,,,,1,,,,,,,0,3801 W Government Way Seattle WA 98199,"(47.6576318, -122.4063301)",47.6576318,-122.4063301
Seattle Public Library International Districtrict/Chinatown,(206) 386-4636,www.spl.org,3930,International District,Y,Literary,2004,R,2005,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,1000 4th Ave Seattle WA 98104,"(47.6040236, -122.3309956)",47.6040236,-122.3309956
Piano Studio Seattle,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,11716 23rd Ave NE Seattle WA 98125,"(47.714474, -122.304138)",47.714474,-122.304138
Dr. James W Washington Jr & Mrs. Janie Rogella Washington Foundation,(206) 709-4241,www.jameswashingtonculturalcenter.org,,Capitol Hill,N,Heritage,2000,O,1940,0000,1997,0,,,Y,,N,,Y,No,N,"To preserve the art, writing, and lifetime works of Dr. James W. Washington Jr. and share the Washingtons’ vision through the preservation, interpretation and showing of Dr. Washington’s works and studio, and the family’s gardens and home.",N,No,4,5,"Yes, African American history","Yes, African American history",Yes,Yes,,,1816 26th avenue seattle wa 98122,"(47.618271, -122.298192)",47.618271,-122.298192
SEEDArts Studios,(206) 760-4286,http://www.seedseattle.org/seedarts-studios/,10200,Hillman City,Y,Studios,2014,R,1920,2024,1977,4,,,N,,N,,N,Yes,N,The SEEDArts Studios in Hillman City are home to 22 artist studios and office spaces for creative enterprises.,P,,4,3,We reflect the diversity of our community.,We reflect the diversity of our community.,Yes,N/A,,,5617 Rainier Ave S,"(47.551722, -122.278061)",47.551722,-122.278061
Bemis Building,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,55 South Atlantic St Seattle WA 98134,"(47.5900022, -122.3362466)",47.5900022,-122.3362466
Seattle Art Museum,(206) 654-3210,www.seattleartmuseum.org,200000,Downtown,Y,Arts/Cultural Training or Education,1993,O,1991,0,1933,1,1,200,Y,66392,Y,0,Y,Y,Y,,Y,,5,,,,,,,0,1300 1st Ave Seattle WA 98101,"(47.6071955, -122.3382555)",47.6071955,-122.3382555
Threshold Gallery at Mithun,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,1201 Alaskan Way #200 Seattle WA 98101,"(47.605053, -122.340225)",47.605053,-122.340225
Kennelly Keys Music,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,10720 5th Ave NE Seattle WA 98125,"(47.707703, -122.323263)",47.707703,-122.323263
Seattle Conservatory of Music,(206) 632-6715,www.seattleconservatory.org,1000,Wedgwood,Y,Performance,2000,R,1905,,1993,1,0,0,N,0,Y,7,Y,N,N,,N,,5,,,,,,,0,4038 Stone Way N Seattle WA 98103,"(47.656517, -122.342033)",47.656517,-122.342033
Seattle Weekly,,,,Pioneer Square,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-25T00:00:00.000,1,307 3rd Ave S Second Floor Seattle WA 98104,"(47.599701, -122.33065)",47.599701,-122.33065
Oberloh Woodwind and Brass Works,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,958 N 127th St #A Seattle WA 98133,"(47.721649, -122.345955)",47.721649,-122.345955
SPACE 101.1 FM,2062455457,www.space101fm.org,585,Magnuson Park,Y,Music,2,Rent,1942,2023,1994,3,,,N,,N,,N,Yes,N,SPACE 101.1 FM is a low-power radio station broadcasting new and diverse voices and connects communities through hyper-local arts oriented programming.,N,"Yes, previously",4,4,General,General,N/A,N/A,,,"7400 Sand Point Way, Bldg 138-N","(47.68216, -122.263301)",47.68216,-122.263301
Seattle Indian Center,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,611 12th Ave S Suite 300 Seattle WA 98144,"(47.597092, -122.317932)",47.597092,-122.317932
Mercer Street Books,,,,,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,7 Mercer St Seattle WA 98109,"(47.624592, -122.356451)",47.624592,-122.356451
Comics Dungeon,(206) 545-8373,www.ComicsDungeon.com,1600,Wallingford,N,Visual,2012,R,1950,2020,1992,3,0,0,Y,300,Partial,0,Y,N,N,,N,,5,,,,,,2020-07-01T00:00:00.000,1,319 NE 45th St Seattle WA 98105,"(47.661356, -122.3248)",47.661356,-122.3248
Voda Studios,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,1050 W Nickerson St Seattle WA 98119,"(47.654404, -122.370996)",47.654404,-122.370996
Slim's Last Chance,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,5606 1st Ave S Seattle WA 98108,"(47.5524847, -122.3339033)",47.5524847,-122.3339033
A Gallery,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 S Main St,"(47.599789, -122.3334)",47.599789,-122.3334
Cafe Nordo,(206) 579-6215,www.cafenordo.com,4100,Pioneer Square,Y,Performance,2015,R,1890,2025-03-01T00:00:00.000,2009,4,1,72,N,,Y,0,Y,Y,Y,,Y,,5,,,,,,,0,109 S. Main St Seattle WA 98104,"(47.60004, -122.333781)",47.60004,-122.333781
Purlieu Hall,,,,,,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,0,102 S Jackson St Seattle WA 98104,"(47.59922, -122.333919)",47.59922,-122.333919
Ark Lodge Cinemas,206 721 3156,arklodgecinemas.com,7000,Columbia City,N,Cinema,2012,R,1921,2027,2012,0,4,422,N,,Partial,0,Y,N,N,,N,,4,,,,,,,0,4816 Rainer Ave South Seattle WA 98118,"(47.559012, -122.285612)",47.559012,-122.285612
Superior Audio Service,(206) 369-7588,https://www.facebook.com/SuperiorAudioService,18000,Ballard,N,Music,2008,R,1920,2017,2006,1,0,0,N,0,N,0,N,N,N,,N,,5,,,,,,,0,645 NW 45th St Seattle WA 98107,"(47.6612543, -122.3656412)",47.6612543,-122.3656412
International Drop-In Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,7301 Beacon Ave S Seattle WA 98108,"(47.536369, -122.293419)",47.536369,-122.293419
North Seattle Chamber of Commerce/Lake City Community Center,(206) 363-3287,www.lccommunitycenter.org,11000,Lake City Way,Y,Community Center,2013,R,1944,2017-12-31T00:00:00.000,2013,0,0,,N,,N,30,Y,Y,N,,N,,4,,,,,,,0,12531 28th Ave. NE Seattle WA 98125,"(47.7203793, -122.2979988)",47.7203793,-122.2979988
RxsRKives Studio,,www.rxsrkives.com,2400,Mount Baker,N,Visual,1988,O,1900,0,1979,3,0,0,N,0,N,1,Y,N,N,,N,,1,,,,,,,0,,,,
Canlis Glass,(206) 282-4428,www.canlisglass.com,3500,Uptown,N,Visual,2005,R,1928,2015,1996,0,0,0,Y,2000,Y,0,Y,Y,N,,N,,4,,,,,,,0,3131 Western Ave #329 Seattle WA 98121,"(47.6182617, -122.3577413)",47.6182617,-122.3577413
Baas Framing Studio & The Madison Art Collective,(206) 324-4742,www.baasframingstudio.com,1200,Madison Valley,N,Visual,1995,R,1955,It's month to month.,1993,1,0,0,Y,600,Y,1,Y,N,N,,N,,2,,,,,,,0,2703 E Madison Seattle WA 98112,"(47.622675, -122.297416)",47.622675,-122.297416
C Art Gallery in Artspace Hiawatha Lofts,(206) 322-9374,www.cartgallery.org,,Central District,N,Visual,2008,R,2008,,2008,0,0,0,Y,600,Y,0,Y,Y,N,,N,,2,,,,,,,0,855 Hiawatha Pl S Seattle WA 98144,"(47.594554, -122.3095312)",47.594554,-122.3095312
High Dive,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,513 N 36th St Seattle WA 98103,"(47.6513564, -122.3515985)",47.6513564,-122.3515985
Electric Tea Garden (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01T00:00:00.000,1,1402 E Pike St Seattle WA 98122,"(47.6143, -122.3139168)",47.6143,-122.3139168
"Black Power Unlimited DBA Cypher Cafe, formerly Hidmo Cypher",(206) 733-0525,https://www.facebook.com/CypherCafeWAHall/,2570,,N,Arts/Cultural Training or Education,2016,R,1908,2031,,,96,200,N,,Y,,N,Yes,N,"Cypher Cafe celebrates a Black Central District. Powered by a collective of black and brown artists and organizers, we have dedicated the last decade to building a home at Washington Hall for community grounded liberation work to take place through music, art, food and culture.",C,"Yes, currently",3,3,"Yes. Our primary mission is to be a space that encourages and supports all cultures, with a focus on the African American experience.","Yes. Our primary mission is to be a space that encourages and supports all cultures, with a focus on the African American experience.",Yes,Yes,,,153 14th Ave,"(47.602844, -122.314563)",47.602844,-122.314563
Emerald City Trapeze,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,2702 6th Ave South Seattle WA 98134,"(47.579594, -122.3255672)",47.579594,-122.3255672
The Art Study,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,"4630 NE Village Ln, Seattle, WA 98105","(47.6626739, -122.2991137)",47.6626739,-122.2991137
18th & Union,(206) 937-6499,https://18thandunion.org,1800,Central District,Y,Performance,2016,Rent,1938,2019,2016,,1,47,N,,N,,Y,Y,Y,"To sustain an affordable, inclusive, and intimate space that nurtures art and community.",N,No,3,2,General,General,N/A,N/A,,,1406 18th Avenue,"(47.613105, -122.308606)",47.613105,-122.308606
World Beads Capitol Hill,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,233 Broadway E Seattle WA 98102,"(47.62033, -122.320908)",47.62033,-122.320908
Form/Space Atelier,206-602-2424,www.formspaceatelier.com,180,Belltown,n,Visual,3,Rent,2006,2019,2006,2,,0,Y,180,Y,,Y,No,N,Perservere with vital art in the face of wealth syncretism,N,No,3,1,general,general,N/A,N/A,,,98 Clay St,,,
Seattle Center McCaw Hall,(206) 733-9725,www.mccawhall.com,40000,Seattle Center in Uptown,Y,Performance,2003,O,2003,0,2002,0,2,,N,0,Y,1000,Y,Y,Y,,,,5,,,,,,,0,321 Mercer St Seattle WA 98109,"(47.6239543, -122.3507651)",47.6239543,-122.3507651
Humanities Washington,(206) 682-1770,www.humanities.org,2450,South Lake Union,Y,Arts/Cultural Administration or Advocacy,2013,R,2000,2021,1973,5,0,,N,,Y,2,Y,N,N,,N,,4,,,,,,,0,"1015 8th Ave. N., Suite B Seattle WA 98109","(47.6134869, -122.3144433)",47.6134869,-122.3144433
The Drum Exchange,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,4501 Interlake Ave N Seattle WA 98103,"(47.661797, -122.340996)",47.661797,-122.340996
Daybreak Star Cultural Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,3801 Bernie Whitebear Way Seattle WA 98199,"(47.65168, -122.402069)",47.65168,-122.402069
Northwest Puppet Center/ Carter Family Marionettes Maple Leaf,(206) 523-2579,www.nwpuppet.org,4000,Maple Leaf,Y,Performance,1993,O,1929,0,1984,2,1,220,Y,2000,Partial,0,Y,N,Y,,Y,,5,,,,,,,0,9123 15th Ave NE Seattle WA 98115,"(47.69556835, -122.3124687)",47.69556835,-122.3124687
Glass Eye Studio,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,600 NW 40th Street Seattle WA 98107,"(47.656467, -122.364128)",47.656467,-122.364128
Washington State Arts Alliance,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,1204 Minor Ave Seattle WA 98101,"(47.6115947, -122.3252001)",47.6115947,-122.3252001
Peter Miller Books,(206) 441-4114,www.petermiller.com,975,Belltown,N,Visual,2012,R,1930,2021,1980,3,0,,Y,900,Y,0,Y,N,N,,N,,4,,,,,,,0,2326 2nd Ave Seattle WA 98121,"(47.614293, -122.346108)",47.614293,-122.346108
Seattle Metropolitan,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,1201 Western Ave Suite 425 Seattle WA 98101,"(47.605728, -122.339195)",47.605728,-122.339195
Storum Jewish Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,2618 NE 80th St Seattle WA 98115,"(47.68667, -122.299241)",47.68667,-122.299241
Kings Hall,(206) 550-4193,https://www.kingshallseattle.com/,10000,Beacon Hill,N,Performance,2010,R,1960,2020,2010,5,1,800,Y,,Y,175,N,N,I don't know.,,N,,4,,,,,,,0,2929 27th Ave South Seattle WA 98118,"(47.5681098, -122.2973139)",47.5681098,-122.2973139
Pony,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1221 E Madison St Seattle WA 98122,"(47.613079, -122.315788)",47.613079,-122.315788
Seattle Public Library Douglas-Truth,(206) 684-4704,www.spl.org,16493,Central District,Y,Literary,1913,Other,1914,0,1913,0,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,2300 E Yesler Way Seattle WA 98122,"(47.601907, -122.3017753)",47.601907,-122.3017753
Paint the Town,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4611 Village Court NE Seattle WA 98105,"(47.6604, -122.280525)",47.6604,-122.280525
Studio Litho,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,348 NW 54th St Seattle WA 98107,"(47.668137, -122.362778)",47.668137,-122.362778
The Ballet Studio,(206) 329-9166,www.theballetstudio.com,1300,University District,N,Studios,1992,R,,,,2,0,,N,,N,,N,Y,N,,N,,3,,,,,,,,4556 University Way NE Seattle WA 98105,"(47.6628472, -122.3127576)",47.6628472,-122.3127576
Ravenna Third Place Books,(206) 525-2347,www.thirdplacebooks.com,3500,Ravenna,N,Literary,2002,O,1930,,2000,0,1,35,N,,Y,29,Y,N,N,,N,,5,,,,,,,0,6504 20th Ave. NE Seattle WA 98115,"(47.675988, -122.306571)",47.675988,-122.306571
Seattle Office of Arts & Culture,206-684-7171,http://www.seattle.gov/arts,4000,Downtown Commercial Core,O,Arts/Cultural Administration or Advocacy,2001,Other,1990,0,1971,1,0,0,N,0,Y,,N,No,N,We activate and sustain Seattle through arts and culture.,N,,5,5,General,General,N/A,N/A,,0,701 5th Avenue Ste 1766,"(47.60501625, -122.3295729)",47.60501625,-122.3295729
Singles Going Steady,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,2219 2nd Ave Seattle WA 98121,"(47.613453, -122.345268)",47.613453,-122.345268
University of Washington Q Center,(206) 897-1430,www.qcenter.washington.edu,1100,University District,Y,Arts/Cultural Training or Education,2012,Other,1949,,2004,2,0,0,N,0,Y,0,N,Y,N,,N,,5,,,,,,,0,"HUB 315, University of Washington, Seattle, WA 98195","(47.650349, -122.307216)",47.650349,-122.307216
Wikstrom Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,5411 Meridian Ave. N. Seattle WA 98103,"(47.6683879, -122.3339953)",47.6683879,-122.3339953
Victory Studios,(206) 282-1776,www.victorystudios.com,26000,Interbay,N,Multi-use,1990,O,1965,,1978,1,1,125,N,,Y,40,Y,Y,N,,N,,5,,,,,,,0,2247 15th Ave W Seattle WA 98119,"(47.6402468, -122.3766398)",47.6402468,-122.3766398
Gay City Health Project,(206) 860-6969,www.gaycity.org,750,Capitol Hill,Y,Performance,2012,R,1920,2027,1995,4,1,,Y,250,Y,0,Y,Y,Y,,Y,,4,,,,,,,0,517 East Pike St Seattle WA 98122,"(47.613796, -122.324783)",47.613796,-122.324783
Landmark Seven Gables Theatre,,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01T00:00:00.000,1,911 NE 50th St Seattle WA 98105,"(47.6647555, -122.3177085)",47.6647555,-122.3177085
St. Paul's Episcopal Church,(206) 282-0786,www.stpaulseattle.org,1100,Uptown,Y,Multi-use,1913,O,1962,0,,3,0,0,Y,400,N,10,Y,Y,N,,N,,5,,,,,,,0,15 Roy St Seattle WA 98109,"(47.6252101, -122.3559613)",47.6252101,-122.3559613
Sea Monster Lounge,(206) 992-1120,www.seamonsterlounge.com,1250,Wallingford,N,Music,2002,R,1925,2023,2002,0,1,50,Y,350,Y,,Y,N,Y,,N,,5,,,,,,,0,2202 N 45th St Seattle WA 98103,"(47.6614929, -122.3322973)",47.6614929,-122.3322973
Azuma Gallery,,,,Pioneer Square,N,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,530 1st Ave South Seattle WA 98104,"(47.5975149, -122.3339613)",47.5975149,-122.3339613
Lisa Harris Gallery,(206) 443-3315,www.lisaharrisgallery.com,1100,Downtown,N,Visual,1984,R,1910,2017,1984,0,0,0,Y,1000,N,0,Y,N,N,,N,,3,,,,,,,0,1922 Pike Pl Seattle WA 98101,"(47.6083293, -122.3408128)",47.6083293,-122.3408128
Nupasa Art Studio & Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,5539 Airport Way S Seattle WA 98108,"(47.552562, -122.320193)",47.552562,-122.320193
Longhouse Media,(206) 387-2468,www.longhousemedia.org,800,Capitol Hill,Y,Multi-use,2007,R,1920,,2005,1,2,300,N,0,Y,,Y,Y,N,,Y,,4,,,,,,,0,1515 12th Ave Seattle WA 98122,"(47.614429, -122.317253)",47.614429,-122.317253
The Salvation Army,206-783-1225,www.tsaseattletemple.org,19311,Greenwood,Y,Music,1972,O,1972,,1865,3,1,280,N,,Y,65,Y,Y,N,,N,,5,,,,,,,0,9501 Greenwood Ave N Seattle WA 98103,"(47.698257, -122.355942)",47.698257,-122.355942
CoCA Seattle,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 3rd Ave S,"(47.601179, -122.330057)",47.601179,-122.330057
AMC Pacific Place 11,,,,Downtown,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,0,600 Pine St #400 Seattle WA 98101,"(47.61287415, -122.3352762)",47.61287415,-122.3352762
American Music,,,,Fremont,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,4450 Fremont Ave N Seattle WA 98103,"(47.66098, -122.349632)",47.66098,-122.349632
Central Saloon,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,207 1st Ave S Seattle WA 98104,"(47.600586, -122.334579)",47.600586,-122.334579
Fluteworks Seattle,(206) 729-1903,www.facebook.com/fluteworksseattle,600,Ravenna,N,Music,2000,R,1931,It's month to month.,1988,1,0,,N,0,I don't know.,1,Y,N,N,,N,,3,,,,,,,0,1029 NE 69th St Seattle WA 98115,"(47.678528, -122.316147)",47.678528,-122.316147
